,xpath,reduced_xpath,dom_tree_level,x_position,y_position,height,width,html_children,html_attributes,padding_top,padding_right,padding_bottom,padding_left,margin_top,margin_right,margin_bottom,margin_left
31,/html/body/div[2]/div[1]/ul[2]/li[12]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,2071,274.0,420.0,18,1,15,10,25,10,0,0,0,0
32,/html/body/div[2]/div[1]/ul[2]/li[14]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,2446,325.0,946.0,54,8,0,0,0,0,0,0,0,0
33,/html/body/div[2]/div[1]/ul[2]/li[14]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,2452,239.0,240.0,24,1,5,10,0,10,5,0,8,0
34,/html/body/div[2]/div[1]/ul[2]/li[14]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,2457,107.0,220.0,8,1,30,0,0,0,0,0,0,0
35,/html/body/div[2]/div[1]/ul[2]/li[14]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,2576,115.0,220.0,14,1,2,5,8,5,12,0,0,0
36,/html/body/div[2]/div[1]/ul[2]/li[14]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,2447,278.0,420.0,18,1,15,10,25,10,0,0,0,0
37,/html/body/div[2]/div[1]/ul[2]/li[16]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,2822,316.0,946.0,62,8,0,0,0,0,0,0,0,0
38,/html/body/div[2]/div[1]/ul[2]/li[16]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,2828,230.0,240.0,32,1,5,10,0,10,5,0,8,0
39,/html/body/div[2]/div[1]/ul[2]/li[16]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,2833,98.0,220.0,16,1,30,0,0,0,0,0,0,0
40,/html/body/div[2]/div[1]/ul[2]/li[16]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,2943,115.0,220.0,14,1,2,5,8,5,12,0,0,0
41,/html/body/div[2]/div[1]/ul[2]/li[16]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,2823,256.0,420.0,18,1,15,10,25,10,0,0,0,0
42,/html/body/div[2]/div[1]/ul[2]/li[18]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,3189,316.0,946.0,58,8,0,0,0,0,0,0,0,0
43,/html/body/div[2]/div[1]/ul[2]/li[18]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,3195,230.0,240.0,24,1,5,10,0,10,5,0,8,0
44,/html/body/div[2]/div[1]/ul[2]/li[18]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,3200,98.0,220.0,8,1,30,0,0,0,0,0,0,0
45,/html/body/div[2]/div[1]/ul[2]/li[18]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,3310,115.0,220.0,14,1,2,5,8,5,12,0,0,0
46,/html/body/div[2]/div[1]/ul[2]/li[18]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,3190,281.0,420.0,20,1,15,10,25,10,0,0,0,0
47,/html/body/div[2]/div[1]/ul[2]/li[20]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,3556,316.0,946.0,51,8,0,0,0,0,0,0,0,0
48,/html/body/div[2]/div[1]/ul[2]/li[20]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,3562,230.0,240.0,23,1,5,10,0,10,5,0,8,0
49,/html/body/div[2]/div[1]/ul[2]/li[20]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,3567,98.0,220.0,7,1,30,0,0,0,0,0,0,0
50,/html/body/div[2]/div[1]/ul[2]/li[20]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,3677,115.0,220.0,14,1,2,5,8,5,12,0,0,0
51,/html/body/div[2]/div[1]/ul[2]/li[20]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,3557,217.0,420.0,16,1,15,10,25,10,0,0,0,0
52,/html/body/div[2]/div[1]/ul[2]/li[22]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,3923,325.0,946.0,57,8,0,0,0,0,0,0,0,0
53,/html/body/div[2]/div[1]/ul[2]/li[22]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,3929,239.0,240.0,25,1,5,10,0,10,5,0,8,0
54,/html/body/div[2]/div[1]/ul[2]/li[22]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,3934,107.0,220.0,9,1,30,0,0,0,0,0,0,0
55,/html/body/div[2]/div[1]/ul[2]/li[22]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,4053,115.0,220.0,14,1,2,5,8,5,12,0,0,0
56,/html/body/div[2]/div[1]/ul[2]/li[22]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,3924,281.0,420.0,20,1,15,10,25,10,0,0,0,0
57,/html/body/div[2]/div[1]/ul[2]/li[24]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,4299,325.0,946.0,55,8,0,0,0,0,0,0,0,0
58,/html/body/div[2]/div[1]/ul[2]/li[24]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,4305,239.0,240.0,25,1,5,10,0,10,5,0,8,0
59,/html/body/div[2]/div[1]/ul[2]/li[24]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,4310,107.0,220.0,9,1,30,0,0,0,0,0,0,0
60,/html/body/div[2]/div[1]/ul[2]/li[24]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,4429,115.0,220.0,14,1,2,5,8,5,12,0,0,0
61,/html/body/div[2]/div[1]/ul[2]/li[24]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,4300,264.0,420.0,18,1,15,10,25,10,0,0,0,0
62,/html/body/div[2]/div[1]/ul[2]/li[26]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,4675,325.0,946.0,57,8,0,0,0,0,0,0,0,0
63,/html/body/div[2]/div[1]/ul[2]/li[26]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,4681,239.0,240.0,25,1,5,10,0,10,5,0,8,0
64,/html/body/div[2]/div[1]/ul[2]/li[26]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,4686,107.0,220.0,9,1,30,0,0,0,0,0,0,0
65,/html/body/div[2]/div[1]/ul[2]/li[26]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,4805,115.0,220.0,14,1,2,5,8,5,12,0,0,0
66,/html/body/div[2]/div[1]/ul[2]/li[26]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,4676,299.0,420.0,20,1,15,10,25,10,0,0,0,0
67,/html/body/div[2]/div[1]/ul[2]/li[28]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,5051,325.0,946.0,57,8,0,0,0,0,0,0,0,0
68,/html/body/div[2]/div[1]/ul[2]/li[28]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,5057,239.0,240.0,25,1,5,10,0,10,5,0,8,0
69,/html/body/div[2]/div[1]/ul[2]/li[28]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,5062,107.0,220.0,9,1,30,0,0,0,0,0,0,0
70,/html/body/div[2]/div[1]/ul[2]/li[28]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,5181,115.0,220.0,14,1,2,5,8,5,12,0,0,0
71,/html/body/div[2]/div[1]/ul[2]/li[28]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,5052,281.0,420.0,20,1,15,10,25,10,0,0,0,0
72,/html/body/div[2]/div[1]/ul[2]/li[30]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,5427,325.0,946.0,45,8,0,0,0,0,0,0,0,0
73,/html/body/div[2]/div[1]/ul[2]/li[30]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,5433,239.0,240.0,25,1,5,10,0,10,5,0,8,0
74,/html/body/div[2]/div[1]/ul[2]/li[30]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,5438,107.0,220.0,9,1,30,0,0,0,0,0,0,0
75,/html/body/div[2]/div[1]/ul[2]/li[30]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,5557,115.0,220.0,14,1,2,5,8,5,12,0,0,0
76,/html/body/div[2]/div[1]/ul[2]/li[30]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,5428,264.0,420.0,8,1,15,10,25,10,0,0,0,0
77,/html/body/div[2]/div[1]/ul[2]/li[32]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,5803,316.0,946.0,54,8,0,0,0,0,0,0,0,0
78,/html/body/div[2]/div[1]/ul[2]/li[32]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,5809,230.0,240.0,24,1,5,10,0,10,5,0,8,0
79,/html/body/div[2]/div[1]/ul[2]/li[32]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,5814,98.0,220.0,8,1,30,0,0,0,0,0,0,0
80,/html/body/div[2]/div[1]/ul[2]/li[32]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,5924,115.0,220.0,14,1,2,5,8,5,12,0,0,0
81,/html/body/div[2]/div[1]/ul[2]/li[32]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,5804,274.0,420.0,18,1,15,10,25,10,0,0,0,0
82,/html/body/div[2]/div[1]/ul[2]/li[34]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,6170,316.0,946.0,54,8,0,0,0,0,0,0,0,0
83,/html/body/div[2]/div[1]/ul[2]/li[34]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,6176,230.0,240.0,24,1,5,10,0,10,5,0,8,0
84,/html/body/div[2]/div[1]/ul[2]/li[34]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,6181,98.0,220.0,8,1,30,0,0,0,0,0,0,0
85,/html/body/div[2]/div[1]/ul[2]/li[34]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,6291,115.0,220.0,14,1,2,5,8,5,12,0,0,0
86,/html/body/div[2]/div[1]/ul[2]/li[34]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,6171,256.0,420.0,18,1,15,10,25,10,0,0,0,0
87,/html/body/div[2]/div[1]/ul[2]/li[36]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,6537,316.0,946.0,54,8,0,0,0,0,0,0,0,0
88,/html/body/div[2]/div[1]/ul[2]/li[36]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,6543,230.0,240.0,24,1,5,10,0,10,5,0,8,0
89,/html/body/div[2]/div[1]/ul[2]/li[36]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,6548,98.0,220.0,8,1,30,0,0,0,0,0,0,0
90,/html/body/div[2]/div[1]/ul[2]/li[36]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,6658,115.0,220.0,14,1,2,5,8,5,12,0,0,0
91,/html/body/div[2]/div[1]/ul[2]/li[36]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,6538,256.0,420.0,18,1,15,10,25,10,0,0,0,0
92,/html/body/div[2]/div[1]/ul[2]/li[38]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,6904,300.0,946.0,54,8,0,0,0,0,0,0,0,0
93,/html/body/div[2]/div[1]/ul[2]/li[38]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,6910,214.0,240.0,24,1,5,10,0,10,5,0,8,0
94,/html/body/div[2]/div[1]/ul[2]/li[38]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,6915,98.0,220.0,8,1,30,0,0,0,0,0,0,0
95,/html/body/div[2]/div[1]/ul[2]/li[38]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,7025,99.0,220.0,14,1,2,5,8,5,12,0,0,0
96,/html/body/div[2]/div[1]/ul[2]/li[38]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,6905,264.0,420.0,18,1,15,10,25,10,0,0,0,0
97,/html/body/div[2]/div[1]/ul[2]/li[40]/div,/html/body/div[]/div[]/ul[]/li[]/div,7,322,7255,316.0,946.0,51,8,0,0,0,0,0,0,0,0
98,/html/body/div[2]/div[1]/ul[2]/li[40]/div/aside[2]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[],9,606,7261,230.0,240.0,23,1,5,10,0,10,5,0,8,0
99,/html/body/div[2]/div[1]/ul[2]/li[40]/div/aside[2]/div[1]/div[1],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,7266,98.0,220.0,7,1,30,0,0,0,0,0,0,0
100,/html/body/div[2]/div[1]/ul[2]/li[40]/div/aside[2]/div[1]/div[2],/html/body/div[]/div[]/ul[]/li[]/div/aside[]/div[]/div[],10,616,7376,115.0,220.0,14,1,2,5,8,5,12,0,0,0
101,/html/body/div[2]/div[1]/ul[2]/li[40]/div/div,/html/body/div[]/div[]/ul[]/li[]/div/div,8,846,7256,217.0,420.0,16,1,15,10,25,10,0,0,0,0
102,/html/body/div[2]/div[2],/html/body/div[]/div[],4,80,122,1170.0,228.0,360,2,0,0,0,0,12,0,0,0
103,/html/body/div[2]/div[2]/form/fieldset[1]/div[2],/html/body/div[]/div[]/form/fieldset[]/div[],7,92,168,144.0,206.0,13,1,0,0,0,0,0,0,12,12
104,/html/body/div[2]/div[2]/form/fieldset[2]/div[2],/html/body/div[]/div[]/form/fieldset[]/div[],7,80,373,270.0,218.0,179,1,0,0,0,0,0,0,12,0
105,/html/body/div[2]/div[2]/form/fieldset[4]/div[2],/html/body/div[]/div[]/form/fieldset[]/div[],7,80,844,112.0,218.0,35,1,0,0,0,0,0,0,12,0
106,/html/body/div[2]/div[2]/form/fieldset[5]/div[2],/html/body/div[]/div[]/form/fieldset[]/div[],7,80,1017,250.0,218.0,91,1,0,0,0,0,0,0,12,0
107,/html/body/div[2]/div[3],/html/body/div[]/div[],4,80,7668,291.0,1188.0,690,2,12,0,0,0,0,0,0,0
108,/html/body/div[2]/div[3]/div,/html/body/div[]/div[]/div,5,80,7680,279.0,1188.0,688,3,0,0,0,0,0,0,0,0
109,/html/body/div[2]/div[3]/div/div[2],/html/body/div[]/div[]/div/div[],6,80,7692,267.0,1188.0,684,2,0,0,0,0,0,0,0,0
110,/html/body/div[2]/div[3]/div/div[2]/div,/html/body/div[]/div[]/div/div[]/div,7,80,7692,255.0,1188.0,683,5,0,0,0,0,0,0,12,0
111,/html/body/div[2]/div[3]/div/div[2]/div/div[2],/html/body/div[]/div[]/div/div[]/div/div[],8,80,7732,215.0,1188.0,677,2,0,0,0,0,0,0,0,0
112,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div,/html/body/div[]/div[]/div/div[]/div/div[]/div,9,82,7733,214.0,1198.0,676,1,0,0,0,0,0,0,0,-12
113,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[6]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,82,7733,218.59999084472656,228.0,18,4,0,0,0,0,0,0,0,0
114,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[6]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,82,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
115,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[7]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,320,7733,218.59999084472656,228.0,19,4,0,0,0,0,0,0,0,0
116,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[7]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,320,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
117,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[8]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,560,7733,218.59999084472656,228.0,19,4,0,0,0,0,0,0,0,0
118,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[8]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,560,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
119,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[9]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,798,7733,218.59999084472656,228.0,19,4,0,0,0,0,0,0,0,0
120,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[9]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,798,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
121,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[10]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,1038,7733,218.59999084472656,228.0,19,4,0,0,0,0,0,0,0,0
122,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[10]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,1038,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
123,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[31]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,6056,7733,218.59999084472656,228.0,18,4,0,0,0,0,0,0,0,0
124,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[31]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,6056,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
125,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[32]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,6296,7733,218.59999084472656,228.0,19,4,0,0,0,0,0,0,0,0
126,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[32]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,6296,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
127,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[33]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,6534,7733,218.59999084472656,228.0,19,4,0,0,0,0,0,0,0,0
128,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[33]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,6534,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
129,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[34]/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[],12,6774,7733,218.59999084472656,228.0,19,4,0,0,0,0,0,0,0,0
130,/html/body/div[2]/div[3]/div/div[2]/div/div[2]/div/ul/li[34]/div[1]/a/div[1],/html/body/div[]/div[]/div/div[]/div/div[]/div/ul/li[]/div[]/a/div[],14,6774,7733,165.0,228.0,1,1,11.4,11.4,22.8,11.4,0,0,0,0
