,xpath,reduced_xpath,dom_tree_level,x_position,y_position,height,width,html_children,html_attributes,padding_top,padding_right,padding_bottom,padding_left,margin_top,margin_right,margin_bottom,margin_left
81,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[2]/div/div[1]/div[2]/div[2]/div[1]/div/div/div[2],/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div/div/div[],19,878,602,217.0,138.33334350585938,19,1,4,8,0,8,0,0,0,0
82,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[2]/div/div[1]/div[2]/div[2]/div[2],/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div[]/div[],16,1017,602,217.0,260.91668701171875,40,1,0,0,0,12,0,0,0,0
83,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3],/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[],11,378,840,260.0,912.0,111,5,0,0,0,0,8,0,0,0
84,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3]/div,/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div,12,380,841,258.0,910.0,110,2,0,0,0,0,0,0,0,0
85,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3]/div/div[1],/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[],13,380,841,258.0,910.0,108,8,0,0,0,0,0,0,0,0
86,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3]/div/div[1]/div[1],/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[]/div[],14,380,841,258.0,291.20001220703125,34,1,0,12,0,0,0,0,0,0
87,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3]/div/div[1]/div[1]/div,/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div,15,380,841,258.0,279.20001220703125,33,1,0,0,0,0,0,0,0,0
88,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3]/div/div[1]/div[1]/div/a/div,/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div/a/div,17,380,841,258.0,279.20001220703125,24,5,0,0,0,0,0,0,0,0
89,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3]/div/div[1]/div[1]/div/a/div/div,/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div/a/div/div,18,380,841,258.0,279.20001220703125,23,1,0,0,0,0,0,0,0,0
90,/html/body/div[3]/div[1]/div[1]/div/div[2]/div[3]/div[2]/div[3]/div[3]/div/div[1]/div[1]/div/a/div/div/div,/html/body/div[]/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div[]/div[]/div/a/div/div/div,19,380,841,258.0,279.20001220703125,20,2,0,0,0,0,0,0,0,0
