,xpath,reduced_xpath,dom_tree_level,x_position,y_position,height,width,html_children,html_attributes,padding_top,padding_right,padding_bottom,padding_left,margin_top,margin_right,margin_bottom,margin_left,is_search_result
270,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[2]/div[3]/div[4]/div[2],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div[]/div[]/div[],13,336,4202,687.0,726.0,7,2,0,0,0,0,0,0,0,0,False
271,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[2]/div[3]/div[4]/div[2]/div[3],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div[]/div[]/div[]/div[],14,758,4202,687.0,304.0,2,1,12,4,0,0,0,0,0,0,False
272,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[2]/div[3]/div[4]/div[2]/div[3]/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div,15,758,4214,675.0,300.0,1,2,0,0,0,0,0,0,0,0,False
273,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[2]/div[3]/div[4]/div[2]/div[3]/div/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div[]/div[]/div[]/div[]/div/div,16,758,4214,675.0,300.0,0,1,0,0,0,0,0,0,0,0,False
274,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[],10,1071,189,4783.81689453125,315.0,49,2,0,7,0,8,0,0,0,0,False
275,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div,11,1079,189,2011.699951171875,300.0,48,3,16,0,16,0,0,0,0,0,False
276,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[1]/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div,13,1079,205,686.0,300.0,12,2,0,0,0,0,0,0,0,0,False
277,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[1]/div/div[1],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div/div[],14,1079,273,602.0,300.0,4,2,0,0,0,0,0,0,0,0,False
278,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[1]/div/div[2],/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div/div[],14,1079,273,602.0,300.0,5,2,0,0,0,0,0,0,0,0,False
279,/html/body/div[1]/div[1]/main/div/div[2]/div[2]/div/div[3]/div/div[1]/div/div[2]/div/div,/html/body/div[]/div[]/main/div/div[]/div[]/div/div[]/div/div[]/div/div[]/div/div,16,929,514,120.0,120.0,3,3,30,30,30,30,-60,-60,-60,-60,False
