,xpath,reduced_xpath,dom_tree_level,x_position,y_position,height,width,html_children,html_attributes,padding_top,padding_right,padding_bottom,padding_left,margin_top,margin_right,margin_bottom,margin_left,is_search_result
110,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[17]/div/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,376,2206,194.0,299.33331298828125,11,1,0,15,0,15,0,0,0,0,False
111,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[17]/div/div[1]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div,17,390,2206,194.0,269.33331298828125,10,1,0,0,0,0,0,0,0,0,False
112,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[17]/div/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,675,2206,194.0,598.6666870117188,70,1,0,15,0,0,0,0,0,0,False
113,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[17]/div/div[2]/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,675,2206,194.0,350.20001220703125,43,1,15,0,15,0,0,0,0,0,False
114,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[17]/div/div[2]/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,1025,2206,194.0,233.46665954589844,25,1,15,0,15,0,0,0,0,0,False
115,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[18],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[],14,390,2411,196.0,870.0,93,3,0,0,0,0,0,0,10,0,True
116,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[18]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div,15,376,2412,194.0,898.0,92,1,0,0,0,0,0,-15,0,-15,False
117,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[18]/div/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,376,2412,194.0,299.33331298828125,11,1,0,15,0,15,0,0,0,0,False
118,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[18]/div/div[1]/div,/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div,17,390,2412,194.0,269.33331298828125,10,1,0,0,0,0,0,0,0,0,False
119,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[18]/div/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[],16,675,2412,194.0,598.6666870117188,78,1,0,15,0,0,0,0,0,0,False
120,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[18]/div/div[2]/div[1],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,675,2412,194.0,350.20001220703125,51,1,15,0,15,0,0,0,0,0,False
121,/html/body/div[4]/main/div/div/div[7]/div[1]/div[5]/div[4]/div[1]/div[1]/div/div[18]/div/div[2]/div[2],/html/body/div[]/main/div/div/div[]/div[]/div[]/div[]/div[]/div[]/div/div[]/div/div[]/div[],17,1025,2412,194.0,233.46665954589844,25,1,15,0,15,0,0,0,0,0,False
